,,,,,,,,Unnamed: 0,date,review,rating,isEdited,title,userName
40,2021-12-22 14:23:13,"아이를 키우고 있다보니 알게모르게 아이가 메고있는 유치원가방 학교가방 학원가방에 기관이름과 아이이름이 적혀있으면서 생각이상으로 많은 정보들이 공개되고 있었더라구요~
가족들한테만 아이들 사진들이 보이게 멀티프로필을 설정하고 싶은데
다른분들이 말씀하셨던 것처럼 업무적으로 친분이 없는 사람과 연락처를 주고 받았을때 무방비로 카톡치구가 자동으로 되면서 기존에 저장해두었던 많은 프로필사진들이 전부다 공개가 되어지는데
이럴때 처음 공개되는 프사를 기본으로 할지 멀티프로필로 할지 선택할 수 있게 한다음 친구등록이 되게끔 변경해주시던가 아니면 그냥 제가 기존프사를 기본으로 하고난후에 가족들에게만 멀티프사를 보이게 하려고 하니 이미 기존에 저장해두었던 아이들 사진이 지워지게 되더라구요,,,, 기존에 기본프사랑 멀티프사랑 히스토리 없어지지 않게 서로 바꿀 수 있게 해주시면 개인정보 관리에 많은 도움이 될거 같습니다~",3.0,False,그간 해왔던 기본프사랑 멀티프사랑 바꾸게 해주세요~,Lcyrmn,,,,,,,,
41,2020-07-06 13:06:24,"업데이트가 된 이후로부터 카톡을 사용할 때 자꾸 강제종료가 되어 사용하는데 지장이 생겼습니다. 또,, 상대방이 카톡을 읽었는지 확인하는 말풍선 옆의 숫자가 상대방이 읽지 않았음에도 불구하고 뜨지 않는 경우가 생겨 불편함을 겪고 있습니다. 빠른 개선 부탁드립니다. 

+그.. 말풍선 숫자가 업데이트 되면서 글씨체 상관없이 바뀐 것 같은데.. 예전이 더 좋은 것 같아요..!",5.0,False,이번 업데이트 전까지 카톡 정말 잘 쓰던 유저입니다.,도영도영:),,,,,,,,
42,2021-11-18 05:06:17,제가 평소에도 카카오톡을 정말 자주 이용하고 있는데.. 왜 로그아웃 버튼이 없는거죠?ㅠㅠ 가끔씩 오류나거나 로그아웃 할 일이 생길때 로그아웃 버튼이 없어서 지우고 깔고 지우고 깔고 해서 번거로워요. 이부분은 업데이트 되었으면 좋겠네요.,5.0,False,살짝 불편해요,배그어피치,,,,,,,,
43,2021-06-01 03:19:11,정말 다 좋은데 이번 아이폰 서체 업데이트 되면서 글자크기가 엉망진창이네요.. 처음에는 채팅 치는 곳 크기가 너무 작아서 문제더니 이번에는 갑자기 너무 커졌어요 이번 업뎃 전 크기로 좀 돌려주세요 아니면 아예 채팅 치는 곳 글씨크기도 조정 좀 할 수 있게 해주세요,,,, 크기에 대해서 의견이 많이 갈리는 것 같은데 아예 개개인이 설정할 수 있게 해주세요,5,False,글씨 크기,yw0713,,,,
44,2023-07-10 07:06:45,홈화면 업데이트한 친구 목록 누르면 화면이 한번 왼쪽으로 살짝 슬라이드 됐다가 돌아가는거 삭제나 그 모션이 나오지 않도록 설정할 수는 없는건가요.. 너무 불편해요 바로 넘기지도 못하고 바로 내리지도 못합니다,5.0,False,업데이트한 친구 프로필 관련,jeonmini,,,,,,,,
45,2022-08-14 15:09:16,"친구목록에 광고는 선넘은거 아니냐
1점 주려다가 갤2부터 10년 넘게 잘 이용힌 정 때문에 5점 줄게
앞으로 더 잡다한 기능이 추가 된다던데 나는 처음 나온 라이트힌 카톡이 젤 좋았어
댜체 어플이 나오면 거기로 바로 갈거야 미리 인사할게. 그동안 고마웠어^^!",5.0,False,10년 넘게 잘쓴 카카오톡,메롱이에요,,,,,,,,
46,2021-09-04 15:18:47,더 좋아지면 모를까 제발 쓸데없는 기능 좀 그만 추가해주세요ㅜㅜㅜㅜㅠㅠㅠㅠㅠ 프사 바꾼거 뜨는거는 진짜 왜 추가하신걸까요..? 설정에서 끌 수라도 있게 해주세요… 직원분들 그동안 고생 많이 하셨는데 이제 조금 쉬셔도 되지 않을까요🥺 불필요한 업데이트.. 멈췅..,5.0,False,업데이트 그만해주세요..ㅠ,류진희류진희,,,,,,,,
47,2021-08-05 11:23:18,"왜 점점 페북처럼 바뀌나요… 뭔가 페북의 구린 느낌 좔좔
내가 프사 확인하고 싶은 친구 즐겨찾기 해놓는걸로 충분한데……. 말풍선 공감버튼까지는 좋습니다
여기까지가 딱 좋아요 지금까지의 기능으로도 충분합니다",5.0,False,카톡만의 매력이 삭감돼가고 있어요,리니얀,,,,,,,,
48,2018-09-06 15:42:28,"정말 어플 잘 쓰고 있는데요,, 제가 공부를 하면서 카톡을 탈퇴할까도 생각했는데 계좌나 기프티콘 같은걸 쉽게 사용할 수 있는 편리함을 버릴수가없더라구요..
그래서 다시 가입해서 쓰는데,, 많이 연락이 오면 신경쓰이고 원치 않는 연락도 많이 받게 되니 예전의 네이트온처럼 비활성화로 해서 메세지를 못 받게 하거나 그런 것들이 생기면 좋겠어요..",5.0,False,비활성화기능을 만들어주세요,오류 어떡해요,,,,,,,,
49,2023-03-17 12:39:27,"안녕하세요 평소에 카카오톡 아주 잘 쓰고 있습니다. 다름이 아니라 제가 프로필을 바꿀때마다 다른 사람들에게 업데이트한 친구로 뜨는게 불편합니다.
자주 문구나 프로필을 바꾸는 사람에게는 바꿀때마다 다른 사람들에게 바로 보이는게 부담스러워요. 프로필을 바꿔도 업데이트한 친구에 뜨지 않도록 제가 정할 수 있게 만들어주세요. 네이버에 검색만 해봐도 저와같이 이 기능을 원하는 사람이 아주 많습니다. 
이뿐만 아니라 리뷰에 보면 유용해보이고 많은 사람들이 원하는 기능들이 많은데.. 똑똑한 개발자분들이 많으실텐데 왜 이런 의견들을 반영하지 않나 싶습니다!
사용자 의견 적극 반영 부탁드립니다. 감사합니다^_^",4.0,False,프로필 업데이트한 친구 기능 불편해요.,고원경,,,,,,,,
50,2021-09-04 05:11:31,"이번 업데이트 후 접속 자체가 안 됩니다 ㅠㅠ
누르면 노란화면 이후,, 로딩되다말고 그냥 튕깁니다ㅠㅠ 사용 중인 폰은 아이폰x이고 ios 14.7.1 입니다. 앱 제거후 재설치는 보관중인 최근자 데이터 때문에 아직 못햇고,, 그 외엔 다 시도 했는데 안되네요ㅠㅠ 차라리 다음 카톡 버전 나와서 다른 버전으로 업데이트라도 한번 더 시도해보고 싶네요 ㅠㅠㅠ 버그가 아닌지 검토가 있음 좋겠습니다.",3.0,False,업데이트 후 튕김 현상,꿀징,,,,,,,,
51,2021-09-02 10:24:37,10년동안 앱 리뷰 쓰는 거 처음인데.. 카카오톡 뷰 탭 개편 원안으로 복구해주심 안되나요? 자투리 시간마다 샵탭 들어가서 뉴스도 보고 유머 코너도 보고 재밌었는데 지금은 정말 뭥미..ㅠㅠ 양쪽 아웃라인도 둥글게 왜하신거에요? 핸드폰 화면도 폴드로 늘리는 시대에 왜 레이아웃을 더 좁힌 건지 (별로 유의미한 디자인 같지도 않아요) 모르겠어요. 카카오같은 IT 대기업이 어쩌다 이렇게 고객관점에서 반대의 행보를 보이는 지 모르겠어요! 불편하고 매력없는 UI때문에 자꾸 네이버만 가게되는데요. 이전 샵탭으로 돌아가기를 강렬히 원합니다..,2.0,False,샵탭 개편 원츄,달리아소이,,,,,,,,
52,2021-09-02 03:36:13,뭣도 모르고 업데이트해버렸는데,, 카카오뷰라는게 갑자기 생겼더라구요? 카카오 앱을 예전에 편하게 잘 썼던게 뉴스 접근성이 좋았던 거고,, 시간떼우기용 커뮤니티글도 모아줘서 굉장히 잘쓰고 있었는데 업데이트 하자마자 별로 이제 궁금하지도 않고 시덥잖은 mbti 관련글.. 딱히 깊이감 없어보이는 컨텐츠들이 오히려 눈에 훨씬 들어오게 됨. 진짜 덕질하는 사람들은 오히려 디깅해서 더 재밌고 깊이감있게 즐기려고 하지 이런데서 얇은 물에 발 담구려고는 하지 않을 듯.. 또 카카오라는 기업과 회사 컨텐츠가 딱히 궁금하지 않은데 강제로 보여주는 느낌.. 내용 업데이트도 카톡 들어갈 때마다 큰 차이가 없고.. 큐레이션,, 커스터마이징이랍시고,, 오히려 편향된 정보만 제공하고 오히려 확증 편향만 늘어날 것만 같음. 솔직히 우매한 대중을 만들기 위한 목적인가 생각도 들었음.,2,False,카카오뷰 업데이트는 진짜 악수인듯,아별명이 무슨
53,2020-10-08 07:52:39,"카카오톡은 항상 잘 쓰고 있습니다 그러나 하나 제안 하고 싶은게 있는데요
카카오톡에 즐겨찾기 톡들을 먼저 보이게 설정을 할 수 있던데 문자메시지처럼 아예 고정을 해둘 수 있는 기능을 추가 해주셨으면 합니다
대학동기단톡 같은 경우 말들이 너무많아 보기 싫은데 제일 아래에 고정해두고 싶습니다 검토 부탁드립니다.
맨마지막에고정<",5.0,False,카카오톡 개선 제안,뜬잉,,,,,,,,
54,2023-09-19 19:41:42,"기본프사는 모두가 보는거라 거의 안바꾸고 친한 사람들이 보는 멀티프로필를 더 많이 이용합니다 이번 업데이트를 통해 바꾸려면 굳이 기본프로필을 들어가서 또 숨겨진 곳에 들어가서 수정해야 해서 불편합니다 전처럼 한번에 모두 보고 수정 바로 힐 수 있게 변경해주세요!!

!!!멀티프로필 기본창에서도 보이게 바꿔주세요!!!",5.0,False,멀티프로필,이야님,,,,,,,,
55,2021-08-08 09:08:21,원치 않은 관종이 되는 느낌이예요.. 생일처럼 본인이 끄면 다른 사람한테 리스트업 안되게 해주시던지.. 너무 부담스러워서 프사를 오히려 안바꾸거나 멀티프로필로 다 설정해버리는 경우가 더 많아지지 않을까요..?,4.0,False,업데이트한 친구 제발 롤백해주세요,업뎃친구제발롤백,,,,,,,,
56,2021-08-06 16:04:12,페메 인* 디엠 처럼 뭔가 계속 따라가려는 느낌이 강하게 드네요 전 그런게 싫고 왜 있는지 이해가 안 가고 거슬려서 카카오톡을 더 선호했는데 왜 자꾸 따라가려는 느낌이 드는지 잘,, 솔직히 나중엔 현활까지 뜰거 같네요  그러면 전 카톡 안 하려구요. TMI나 내 개인적 사생활까진 들키기싫거든요 솔직히 카카오톡 이런 업데이트는 별로라고 생각 듭니다 카카오톡만의 편함이 있는데 이런건 별로네요,5,False,점점 SNS 같아지네요,bay..'0,,,,,,
57,2022-08-15 16:58:34,"너무 정신 사납습니다....
PC카톡에선 없앨 수 있는데
모바일에선 없애지 못하더라고요.
모바일에서도 끌 수 있는 기능 만들어주시면 감사하겠습니다.",5.0,False,이모티콘플러스 자동추천 off 기능,jinijdhsnldndo,,,,,,,,
58,2017-10-25 05:28:13,안드로이드 버전에서 차단한 사람에게 자신의 프로필 사진이 안 보이도록 하는 기능이 생겼다는 소식을 듣고 왔습니다! 너무나도 희소식이죠. 제발 아이폰 사용자도 이런 좋은 기능 사용할 수 있게 업데이트 해주세용❤️❤️❤️ 믿고있겠습니다ㅜㅠㅠㅠ제가 알지 못하는 사람이 제 번호를 가지고 있으면 친구 추천에 뜨고 제 프사가 보인다고 생각돼서 제 얼굴로 프사도 마음대로 못한지 오래되었어요ㅜㅠㅠ저도 제 지인들만 제 프사를 볼 수 있게 됐으면 좋겠습니다 감사드립니다!,5.0,False,사랑하는 개발자님!,(970227),,,,,,,,
59,2021-08-17 22:51:52,프로필 업데이트 하면 모든 사람 카톡에 상단에 뜨는 거 제발 없애주세요ㅠㅠ 카톡 프사 조금씩 바꾸는게 재미인데 모든 사람들 카톡 상단에 뜬다니까 앞으로 못바꿀거 같아요.. 넘나 부담스럽고 tmi…ㅠㅠ 다른 사람들한테 뜨는더 설정 선택할수 있도록 바꿔주세요ㅠㅠ,5.0,False,프로필 업데이트 설정,같네 진짜,,,,,,,,
60,2020-07-21 12:09:26,대다수의 수험생들은 다른 sns를 모두 끊어도 카카오톡만은 살려둡니다. 그런데 #카테고리가 정말 심하게 방해 돼요... 설정에서 #카테고리를 온오프 할 수 있게 업데이트 해주세요. 이것때문에 카카오톡마저 탈퇴하겠다는 사람들이 정말 많아요 수험생 커뮤니티에서도 자주 언급되던 사항이고... 카카오측에서 신속히 업데이트 해주시길 부탁 드립니다.,4.0,False,카카오는 학생들을 붙잡고 싶다면 이 글을 꼭 읽으세요.,개굴걸,,,,,,,,
61,2021-09-10 12:20:30,메신저 기능뿐만 아니라 다양한 기능이 있어서 참 좋고 편리하긴 합니다만 카카오톡 채널이 학업 등에 방해가 되어 휴대전화에서 지울 수밖에 없어요ㅠㅠㅠ 간단하게 카카오페이 기능과 메신저 기능만 딱 담은 라이트 버전 좀 내주시면 안 되겠습니까??(애플워치 연동은 되었으면) 아니면 정말 메신저 기능만 있는 거라도... 상단 광고 정도는 제가 이해하겠습니다.. 적당한 가격 책정해서 유료로 나오더라도 쓰겠습니다...   국내 최고 기업 다음카카오 파이팅!!! 라이트 버전이 나온다면 저는 다음카카오가 세계 최고 기업이라고 하루 세 번 외치고 다닐 겁니다,4.0,False,제발 라이트 버전 좀,라이트버전을원하는소녀,,,,,,,,
62,2021-08-04 13:40:16,카카오톡 제발 전처럼 다시 바꿔주실 수 있나요? 진짜 너무 페이스북 메시지나 디엠 따라한 것 같고 전보다 더 이상해졌어요... 그리고 제 프로필 아래에 있는 업데이트한 친구에 뜬 친구랑 얘기하다가 업데이트 된 내용 얘기가 나왔는데 그 친구는  업데이트 하지도 않았다고 하더라구요... 좀 더 수정이 필요할 것 같아요...,4.0,False,ㅠㅠ,너구리777,,,,,,,,
63,2021-08-14 14:00:27,프로필 업데이트를 왜 확인하게 하시나요..ㅠㅠ 페메나 다른 메신저와 차별화되는 점이 좀 조용하게 바꿀거 바꾸고 활동중도 안 뜨고 이런 거였고 만족했는데요.. 이번에 느낌 다는건 유용한 점은 있는데 프사 바꾸는거 모아놓는건 진짜 유용하지도 않고 신경 안쓰고 맘대로 휙휙 바꾸는 그 재미가 아쉬워요,5.0,False,프로필 업데이트를 왜 확인하게 하시나요..ㅠ,ㅊㅅ희히히히히히,,,,,,,,
64,2021-08-08 23:45:18,별점 5개 남겨야 보실 것 같아서 5개 하는데 반만 하고 싶어요... 남들 프로필 바꾼 걸 굳이 알아야 하나 싶습니다 저도 남들 프로필 안 궁금하고요... 멀티프로필은 정말 필요한 사람들이 있으니까 괜찮은 기능이라고 생각하는데 '업데이트한 친구' 보는 기능은 왜 있는지 납득이 전혀 안 돼요,5.0,False,남들 프로필 바꾼 거 안 궁금해요,다노블리어터,,,,,,,,
65,2021-01-08 17:44:01,진짜 카톡 다 좋은데 제발 시간예약 전송 기능좀 만들어주세요ㅠㅠㅠㅜ늦은 새벽에 숙제 다하고 선생님한테 숙제를 보내야하는데 너무 늦은시간이여서 보내지 못하고 내일 보내려고해도 또 내일은 까먹거나 늦잠 잘수도 있어서ㅠㅠㅜㅠㅜ시간을 설정해서 정할수있는 예약 문자 기능을 만들어주신다면 정말 편리할것 같고 진짜 완벽한 앱이 될 것 같습니다🥺🥺그러니까 예약문자 기능 만들어주신다면 정말 너무너무 좋을것 같습니다!! 감사합니다,5.0,False,제발 예약문자 기능좀 만들어주세요 젭발ㅠㅠ🥺🥺😭,설주반,,,,,,,,
